; CSV, generated by libsigrok4DSL 0.2.0 on Wed May 19 11:41:23 2021
; Channels (2/2)
; Sample rate: 10 MHz
; Sample count: 10 k Samples
I[10A], Ue[V]
0.157,2.283
0.118,2.283
0.118,2.205
0.118,2.283
0.118,2.283
0.118,2.283
0.118,2.283
0.118,2.283
0.118,2.283
0.118,2.283
0.079,2.283
0.118,2.283
0.079,2.283
0.079,2.283
0.079,2.283
0.079,2.283
0.079,2.283
0.079,2.283
0.079,2.283
0.079,2.283
0.079,2.283
0.039,2.283
0.039,2.283
0.039,2.283
0.039,2.283
0.039,2.283
0.039,2.283
0.039,2.283
0.039,2.283
0.039,2.283
0.039,2.283
0.039,2.283
0.039,2.283
0.039,2.283
0.039,2.283
0.039,2.283
0.039,2.283
0.039,2.283
0.000,2.283
0.000,2.283
0.000,2.362
0.000,2.283
0.000,2.283
0.000,2.283
0.000,2.283
-0.039,2.283
-0.039,2.362
-0.039,2.362
-0.039,2.362
-0.039,2.362
-0.039,2.362
-0.039,2.362
-0.039,2.362
-0.039,2.441
-0.079,2.362
-0.039,2.362
-0.079,2.362
-0.079,2.362
-0.079,2.362
-0.079,2.362
-0.079,2.362
-0.079,2.362
-0.079,2.362
-0.079,2.362
-0.079,2.362
-0.079,2.362
-0.079,2.362
-0.079,2.362
-0.079,2.362
-0.079,2.441
-0.079,2.362
-0.079,2.441
-0.079,2.362
-0.079,2.362
-0.079,2.362
-0.079,2.362
-0.079,2.362
-0.079,2.362
-0.079,2.362
-0.118,2.362
-0.079,2.362
-0.079,2.362
-0.079,2.362
-0.079,2.283
-0.079,2.362
-0.118,2.362
-0.118,2.362
-0.079,2.362
-0.079,2.362
-0.118,2.283
-0.079,2.362
-0.118,2.362
-0.079,2.283
-0.118,2.362
-0.118,2.283
-0.079,2.362
-0.079,2.362
-0.079,2.362
-0.118,2.283
-0.118,2.362
-0.118,2.362
-0.118,2.283
-0.079,2.283
-0.118,2.362
-0.118,2.283
-0.118,2.362
-0.118,2.283
-0.118,2.362
-0.118,2.362
-0.118,2.362
-0.118,2.362
-0.118,2.362
-0.118,2.362
-0.118,2.362
-0.157,2.441
-0.157,2.362
-0.157,2.362
-0.157,2.441
-0.157,2.441
-0.157,2.441
-0.157,2.362
-0.157,2.441
-0.157,2.441
-0.157,2.441
-0.197,2.441
-0.197,2.441
-0.197,2.441
-0.197,2.441
-0.197,2.441
-0.197,2.441
-0.197,2.441
-0.197,2.441
-0.236,2.441
-0.197,2.441
-0.197,2.441
-0.197,2.441
-0.236,2.441
-0.236,2.441
-0.236,2.441
-0.236,2.441
-0.236,2.441
-0.236,2.441
-0.236,2.441
-0.236,2.441
-0.236,2.441
-0.236,2.441
-0.236,2.441
-0.236,2.441
-0.236,2.441
-0.236,2.441
-0.276,2.441
-0.276,2.441
-0.236,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.276,2.441
-0.315,2.441
-0.315,2.441
-0.276,2.441
-0.315,2.441
-0.315,2.362
-0.315,2.441
-0.276,2.441
-0.315,2.441
-0.315,2.441
-0.315,2.441
-0.315,2.441
-0.315,2.441
-0.315,2.441
-0.354,2.441
-0.315,2.441
-0.354,2.441
-0.354,2.441
-0.315,2.441
-0.354,2.441
-0.315,2.441
-0.354,2.441
-0.354,2.441
-0.354,2.441
-0.354,2.441
-0.315,2.441
-0.354,2.441
-0.354,2.441
-0.354,2.441
-0.394,2.441
-0.354,2.441
-0.394,2.441
-0.354,2.441
-0.394,2.441
-0.394,2.441
-0.394,2.441
-0.394,2.520
-0.394,2.441
-0.394,2.441
-0.394,2.441
-0.394,2.441
-0.394,2.441
-0.394,2.441
-0.394,2.520
-0.394,2.441
-0.394,2.441
-0.433,2.441
-0.433,2.441
-0.433,2.441
-0.394,2.441
-0.394,2.441
-0.433,2.441
-0.394,2.441
-0.433,2.441
-0.433,2.441
-0.433,2.441
-0.433,2.441
-0.433,2.441
-0.433,2.441
-0.433,2.441
-0.433,2.441
-0.433,2.441
-0.433,2.441
-0.433,2.441
-0.433,2.441
-0.433,2.441
-0.433,2.441
-0.433,2.441
-0.433,2.441
-0.433,2.441
-0.433,2.441
-0.394,2.441
-0.433,2.441
-0.433,2.441
-0.433,2.441
-0.433,2.441
-0.433,2.441
-0.433,2.441
-0.433,2.441
-0.433,2.441
-0.433,2.441
